date,open,high,low,close,volume,amount
2022-09-30,361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,153711200,54902565290.18555
2022-10-03,361.0799865722656,368.54998779296875,359.2099914550781,366.6099853515625,89756500,32905629150.20752
2022-10-04,372.3999938964844,378.0,366.57000732421875,377.9700012207031,103602800,39158750442.46826
2022-10-05,373.3900146484375,379.4599914550781,370.95001220703125,377.0899963378906,88065700,33208694490.493774
2022-10-06,375.6199951171875,378.7200012207031,372.67999267578125,373.20001220703125,82333500,30726863205.047607
2022-10-07,368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,107789500,39104953626.05286
2022-10-10,363.9599914550781,364.2099914550781,357.6700134277344,360.0199890136719,76042800,27376928020.568848
2022-10-11,358.239990234375,363.0299987792969,355.7099914550781,357.739990234375,92482800,33084795968.847656
2022-10-12,358.1700134277344,359.82000732421875,356.29998779296875,356.55999755859375,76991800,27452196020.03174
2022-10-13,349.2099914550781,367.510009765625,348.1099853515625,365.9700012207031,147254500,53890729544.75403
2022-10-14,368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,123737000,44252063914.18457
2022-10-17,364.010009765625,367.9800109863281,357.2799987792969,366.82000732421875,93168200,34175959806.384277
2022-10-18,375.1300048828125,375.45001220703125,367.5199890136719,371.1300048828125,97162900,36060067551.42822
2022-10-19,368.989990234375,371.8500061035156,365.54998779296875,368.5,79746900,29386732650.0
2022-10-20,368.0299987792969,372.6700134277344,364.6099853515625,365.4100036621094,88283100,32259527894.30237
2022-10-21,365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,131038400,49046363855.71289
2022-10-24,375.8900146484375,380.05999755859375,373.1099853515625,378.8699951171875,85436900,32369477885.827637
2022-10-25,378.7900085449219,385.25,378.6700134277344,384.9200134277344,78846300,30349518854.727173
2022-10-26,381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,104087300,39763429202.46277
2022-10-27,383.07000732421875,385.0,379.3299865722656,379.9800109863281,81971800,31147645464.56909
2022-10-28,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,100302000,39019482938.04932
2022-10-31,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,96631300,37319973547.29309
2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,85407600,32840929413.684082
2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,126990400,47604890627.92969
2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,87100100,32315008951.586914
2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,103505200,38954182651.745605
2022-11-07,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,68286900,25945608488.580322
2022-11-08,381.1099853515625,385.1199951171875,377.7200012207031,382.0,84641100,32332900200.0
2022-11-09,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,78495500,29367521798.27881
2022-11-10,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,141455800,55831190047.351074
2022-11-11,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,93839900,37396139465.40527
2022-11-14,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,71903500,28410510568.90869
2022-11-15,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,93194500,37137075394.89746
2022-11-16,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,68508500,27091687161.2854
2022-11-17,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,74496300,29369420584.49707
2022-11-18,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,92922500,36800097561.569214
2022-11-21,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,51243200,20220054100.341797
2022-11-22,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,60429000,24165556731.170654
2022-11-23,399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,68261600,27469833988.598633
2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,30545400,12289330371.844482
2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,67881600,26875004504.589844
2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,52310000,20674481874.694824
2022-11-30,395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,144566700,58936951197.161865
2022-12-01,408.7699890136719,410.0,404.75,407.3800048828125,76398200,31123099089.038086
2022-12-02,402.25,407.8599853515625,402.1400146484375,406.9100036621094,85342700,34726798369.5343
2022-12-05,403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,77289800,30884230898.9563
2022-12-06,399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,77972200,30707790479.01001
2022-12-07,392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,65927900,25920213405.43518
2022-12-08,395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,60737900,24066784902.856445
2022-12-09,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,81447700,32031751356.576538
2022-12-12,394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,75405800,30083144830.480957
2022-12-13,410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,123782500,49756851676.101685
2022-12-14,401.6099853515625,405.5,396.30999755859375,399.3999938964844,108111300,43179652560.14099
2022-12-15,394.29998779296875,395.25,387.8900146484375,389.6300048828125,117705900,45861750391.73584
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,119858000,45937974343.20068
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,79878100,30355274684.432983
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,74427200,28322527323.97461
2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,78167400,30190595760.772705
2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,100120900,38118029170.217896
2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,59857300,22919958962.20398
2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,51638200,19694809164.82544
2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,70911500,26709525849.68567
2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,66970900,25679322059.503174
2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,84022200,32132609330.603027
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,74850700,28504644122.2229
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,85934100,32978071055.200195
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,76970500,29201068665.83252
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,104189600,40433898568.96973
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,73978100,28693144782.336426
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,65358100,25527565820.388794
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,68881100,27243851915.249634
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,90157700,35788999821.6095
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,63903900,25465704150.0
2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,62677300,24931148932.406616
2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,99632300,39005048154.02832
2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,86958900,33795708169.81201
2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,91806400,36344318080.27344
2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,84178800,33724553055.029297
2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,59524900,23821865706.622314
2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,84800300,33949800622.579956
2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,72287400,29258325150.0
2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,68346200,27726685915.41748
2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,74202000,29724578908.26416
2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,86811800,35287261417.74292
2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,101459200,41679438121.484375
2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,101654500,42367562385.910034
2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,94736800,39064720058.22754
2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,60295300,24710821989.370728
2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,90990700,37778428955.14526
2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,76227500,31302822409.744263
2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,78694900,32035906552.81067
2023-02-10,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,70769700,28876868992.721558
2023-02-13,408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,64913500,26798239333.358765
2023-02-14,411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,88389300,36472962046.76514
2023-02-15,410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,61555700,25482829362.27112
2023-02-16,408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,76431500,31205452726.69983
2023-02-17,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,89257800,36351132499.6582
2023-02-21,403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,82655900,32987142828.305054
2023-02-22,399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,83742300,33374656957.57141
2023-02-23,401.55999755859375,402.20001220703125,396.25,400.6600036621094,96242400,38560480336.450195
2023-02-24,395.4200134277344,397.25,393.6400146484375,396.3800048828125,108194400,42886096800.29297
2023-02-27,399.8699951171875,401.2900085449219,396.75,397.7300109863281,80444700,31995271414.79187
2023-02-28,397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,96438600,38214760577.7832
2023-03-01,395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,99706800,39358261258.30078
2023-03-02,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,85127800,33864689910.168457
2023-03-03,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,90120000,36425603020.01953
2023-03-06,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,72795900,29443757761.862183
2023-03-07,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,108310600,43136861472.06421
2023-03-08,398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,74746600,29817914675.67749
2023-03-09,399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,111945300,43833301394.696045
2023-03-10,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,189253000,73034625923.06519
2023-03-13,381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,157790000,60805952088.62305
2023-03-14,390.5,393.45001220703125,387.04998779296875,391.7300109863281,149752400,58662509297.229004
2023-03-15,385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,172996900,67344233020.82214
2023-03-16,386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,143254200,56744419063.549805
2023-03-17,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,140553400,54814419093.4082
2023-03-20,390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,93055800,36639789783.25195
2023-03-21,397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,91524200,36509918957.17163
2023-03-22,398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,111746600,43816957689.086914
2023-03-23,395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,119351300,46925352223.61755
2023-03-24,391.8399963378906,395.8399963378906,389.3999938964844,395.75,107682400,42615309800.0
2023-03-27,398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,74010400,29344382773.242188
2023-03-28,395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,62871700,24872044903.738403
2023-03-29,399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,77497900,31103782638.009644
2023-03-30,404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,69840000,28194408852.539062
2023-03-31,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,112062600,45877309455.54199
2023-04-03,408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,67391100,27694373367.645264
2023-04-04,411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,66601500,27218035899.30725
2023-04-05,407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,65200200,26575601917.95044
2023-04-06,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,63743300,26083121082.62329
2023-04-10,406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,63681000,26084373477.17285
2023-04-11,410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,59297900,24295535660.38513
2023-04-12,411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,86420400,35263843165.06348
2023-04-13,409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,85814800,35481845460.754395
2023-04-14,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,78161500,32238491622.11609
2023-04-17,412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,66436400,27500683578.198242
2023-04-18,415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,63560000,26327187056.884766
2023-04-19,412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,55227300,22871834830.993652
2023-04-20,411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,75840400,31237144322.314453
2023-04-21,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,73457400,30279141176.696777
2023-04-24,411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,64332100,26545354737.121582
2023-04-25,410.5799865722656,411.1600036621094,406.0199890136719,406.0799865722656,97766700,39701100223.21472
2023-04-26,406.7200012207031,407.8399963378906,403.7799987792969,404.3599853515625,80447000,32529547741.57715
2023-04-27,407.0,412.69000244140625,406.739990234375,412.4100036621094,92968400,38341098184.46045
2023-04-28,411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,89433100,37197908627.97241
2023-05-01,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,62122300,25812437479.663086
2023-05-02,414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,103998500,42726743359.14612
2023-05-03,411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,91531800,37346804030.40161
2023-05-04,406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,94901900,38447607210.38818
2023-05-05,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,87891800,36266793863.15918
2023-05-08,412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,50046800,20656315743.26172
2023-05-09,411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,49220100,20226015332.50122
2023-05-10,413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,96142900,39692596851.80969
2023-05-11,411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,70157100,28913845965.563965
2023-05-12,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,70481500,29009480326.889038
2023-05-15,412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,54289400,22422065624.16992
2023-05-16,411.8599853515625,412.82000732421875,410.239990234375,410.25,57705500,23673681375.0
2023-05-17,412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,87287000,36244181968.96362
2023-05-18,414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,97177200,40739598623.620605
2023-05-19,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,103793300,43449950739.19678
2023-05-22,418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,60745400,25439566585.064697
2023-05-23,417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,86383500,35770543198.654175
2023-05-24,412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,89213700,36674859606.28967
2023-05-25,414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,90961600,37717226884.81445
2023-05-26,415.3299865722656,420.7699890136719,415.25,420.0199890136719,93830000,39410475569.15283
2023-05-30,422.0299987792969,422.5799865722656,418.739990234375,420.17999267578125,72216000,30343718351.07422
2023-05-31,418.2799987792969,419.2200012207031,416.2200012207031,417.8500061035156,110811800,46302711306.34155
2023-06-01,418.0899963378906,422.9200134277344,416.7900085449219,421.82000732421875,88865000,37485034950.8667
2023-06-02,424.5,428.739990234375,423.95001220703125,427.9200134277344,91426200,39123100731.64673
2023-06-05,428.2799987792969,429.6199951171875,426.3699951171875,427.1000061035156,65460200,27958051819.537354
2023-06-06,426.6700134277344,428.5799865722656,425.989990234375,428.0299987792969,64022200,27403422187.8479
2023-06-07,428.44000244140625,429.6199951171875,426.1099853515625,426.54998779296875,85373300,36415980072.84546
2023-06-08,426.6199951171875,429.6000061035156,425.82000732421875,429.1300048828125,61952800,26585805366.503906
2023-06-09,429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,85742800,36860829196.66748
2023-06-12,430.9200134277344,433.8800048828125,430.1700134277344,433.79998779296875,76104300,33014044410.99243
2023-06-13,435.32000732421875,437.3299865722656,434.6300048828125,436.6600036621094,95899700,41875563353.19519
2023-06-14,437.010009765625,439.05999755859375,433.5899963378906,437.17999267578125,100612100,43985597141.09497
2023-06-15,436.3299865722656,443.8999938964844,436.2300109863281,442.6000061035156,110303100,48820152733.236694
2023-06-16,443.0199890136719,443.6099853515625,438.9700012207031,439.4599914550781,114165800,50171301492.46216
2023-06-20,437.45001220703125,438.3699951171875,435.0299987792969,437.17999267578125,76160400,33295803114.18457
2023-06-21,436.1600036621094,436.989990234375,434.3299865722656,434.94000244140625,76982300,33482681749.94507
2023-06-22,433.95001220703125,436.6199951171875,433.6000061035156,436.510009765625,70637200,30833844861.816406
2023-06-23,432.92999267578125,435.05999755859375,432.4700012207031,433.2099914550781,92074500,39887593358.23059
2023-06-26,432.6199951171875,434.6099853515625,431.19000244140625,431.44000244140625,72823600,31419014161.791992
2023-06-27,432.3500061035156,436.80999755859375,431.8800048828125,436.1700134277344,72813700,31759152506.723022
2023-06-28,435.04998779296875,437.44000244140625,434.4100036621094,436.3900146484375,75636000,33006795147.94922
2023-06-29,435.9599914550781,438.2799987792969,435.5400085449219,438.1099853515625,67882300,29739913458.63037
2023-06-30,441.44000244140625,444.29998779296875,441.1099853515625,443.2799987792969,104964000,46528441791.87012
2023-07-03,442.9200134277344,444.0799865722656,442.6300048828125,443.7900085449219,32793400,14553383266.217041
2023-07-05,441.9100036621094,443.8900146484375,441.8999938964844,443.1300048828125,58418400,25886945877.246094
2023-07-06,439.4200134277344,440.1000061035156,437.05999755859375,439.6600036621094,80658300,35462228473.37952
2023-07-07,438.6300048828125,442.6400146484375,438.29998779296875,438.54998779296875,86134200,37774152358.55713
2023-07-10,438.17999267578125,439.8399963378906,437.5899963378906,439.6600036621094,62443500,27453909438.674927
2023-07-11,440.45001220703125,442.9700012207031,439.44000244140625,442.4599914550781,64463800,28522652397.161865
2023-07-12,446.3900146484375,447.4800109863281,444.9100036621094,446.0199890136719,91924500,41000164480.08728
2023-07-13,447.8999938964844,450.3800048828125,447.45001220703125,449.55999755859375,72425200,32559472735.180664
2023-07-14,450.4800109863281,451.3599853515625,448.489990234375,449.2799987792969,69815800,31366842538.775635
2023-07-17,449.1300048828125,451.92999267578125,449.0799865722656,450.8399963378906,52680200,23750341175.079346
2023-07-18,450.5,454.8599853515625,450.04998779296875,454.19000244140625,80668200,36638689954.94385
2023-07-19,455.010009765625,456.42999267578125,454.1099853515625,455.20001220703125,65891700,29993902644.34204
2023-07-20,454.1700134277344,455.1000061035156,451.44000244140625,452.17999267578125,70591600,31920109170.97168
2023-07-21,453.9599914550781,454.1700134277344,452.1700134277344,452.17999267578125,71275600,32229400285.961914
2023-07-24,453.3699951171875,455.0400085449219,452.29998779296875,454.20001220703125,54023400,24537428939.465332
2023-07-25,453.9200134277344,456.739990234375,453.8699951171875,455.44000244140625,55191200,25136280262.74414
2023-07-26,454.4700012207031,456.989990234375,453.3800048828125,455.510009765625,71052900,32365307172.875977
2023-07-27,459.0199890136719,459.44000244140625,451.54998779296875,452.489990234375,92194400,41717043155.66406
2023-07-28,455.8800048828125,457.7799987792969,452.489990234375,456.9200134277344,80011800,36558992730.3772
2023-07-31,457.4100036621094,458.1600036621094,456.04998779296875,457.7900085449219,62040400,28401475246.13037
2023-08-01,456.2699890136719,457.25,455.489990234375,456.4800109863281,55291500,25239464527.45056
2023-08-02,453.25,453.5199890136719,449.3500061035156,450.1300048828125,93933400,42282241800.65918
2023-08-03,448.0400085449219,450.7900085449219,447.3699951171875,448.8399963378906,64276100,28849684488.61389
2023-08-04,450.7200012207031,452.8999938964844,446.2699890136719,446.80999755859375,100128900,44738593564.54468
2023-08-07,448.7099914550781,450.8699951171875,447.989990234375,450.7099914550781,58357500,26302308326.33972
2023-08-08,448.0799865722656,450.70001220703125,445.2699890136719,448.75,71361300,32023383375.0
2023-08-09,449.0299987792969,449.20001220703125,444.9599914550781,445.75,78789600,35120464200.0
2023-08-10,448.19000244140625,451.70001220703125,444.70001220703125,445.9100036621094,93005500,41472082845.59631
2023-08-11,443.9700012207031,446.70001220703125,443.3500061035156,445.6499938964844,68690900,30612099165.74402
2023-08-14,444.70001220703125,448.1099853515625,444.3800048828125,448.1099853515625,47867400,21449859912.817383
2023-08-15,446.2699890136719,446.6400146484375,442.29998779296875,442.8900146484375,75707500,33530095783.996582
2023-08-16,442.4599914550781,444.17999267578125,439.5299987792969,439.6400146484375,80107200,35218330581.44531
2023-08-17,441.1600036621094,441.42999267578125,435.75,436.2900085449219,95711300,41757883894.84558
2023-08-18,433.3699951171875,437.57000732421875,433.010009765625,436.5,98852000,43148898000.0
2023-08-21,437.54998779296875,440.1099853515625,435.32000732421875,439.3399963378906,68719000,30191005208.343506
2023-08-22,441.17999267578125,441.17999267578125,437.57000732421875,438.1499938964844,64994200,28477208333.306885
2023-08-23,439.25,443.6700134277344,439.1000061035156,443.0299987792969,68441000,30321416146.453857
2023-08-24,444.69000244140625,445.2200012207031,436.8599853515625,436.8900146484375,88517300,38672324493.64014
2023-08-25,438.67999267578125,441.29998779296875,435.0,439.9700012207031,102325100,45019974371.90857
2023-08-28,442.239990234375,443.3999938964844,439.9700012207031,442.760009765625,61595400,27271979905.51758
2023-08-29,442.6499938964844,449.45001220703125,442.4599914550781,449.1600036621094,83081900,37317066508.255005
2023-08-30,449.510009765625,451.6700134277344,448.7799987792969,451.010009765625,69053900,31144000113.354492
2023-08-31,451.6499938964844,452.8299865722656,450.1600036621094,450.3500061035156,66084600,29761200013.34839
2023-09-01,453.1700134277344,453.6700134277344,449.67999267578125,451.19000244140625,58944100,26594988622.906494
2023-09-05,450.7300109863281,451.05999755859375,449.1700134277344,449.239990234375,55166200,24782863149.26758
2023-09-06,448.3999938964844,448.510009765625,443.80999755859375,446.2200012207031,70758500,31573857956.375122
2023-09-07,443.1099853515625,445.54998779296875,442.75,444.8500061035156,70355400,31297600119.415283
2023-09-08,444.8999938964844,447.1099853515625,444.5299987792969,445.5199890136719,61659700,27470628866.586304
2023-09-11,448.239990234375,448.7699890136719,446.4700012207031,448.45001220703125,60180100,26987766579.62036
2023-09-12,446.95001220703125,448.5299987792969,445.3900146484375,445.989990234375,67565400,30133492086.18164
2023-09-13,446.2200012207031,447.7099914550781,445.0799865722656,446.510009765625,60199300,26879590030.88379
2023-09-14,449.07000732421875,451.0799865722656,447.7200012207031,450.3599853515625,83430800,37573893865.86914
2023-09-15,447.1400146484375,447.4800109863281,442.9200134277344,443.3699951171875,111848900,49590446246.86279
2023-09-18,443.04998779296875,444.9700012207031,442.55999755859375,443.6300048828125,55752200,24733348758.22754
2023-09-19,442.67999267578125,443.2900085449219,439.94000244140625,442.7099914550781,66514600,29446677997.63794
2023-09-20,444.010009765625,444.44000244140625,438.42999267578125,438.6400146484375,82562600,36215260073.413086
2023-09-21,435.70001220703125,435.9700012207031,431.2300109863281,431.3900146484375,104095800,44905888686.84082
2023-09-22,432.45001220703125,434.1000061035156,429.989990234375,430.4200134277344,100829700,43399120827.91443
2023-09-25,429.1700134277344,432.2699890136719,428.7200012207031,432.2300109863281,70874500,30634085913.650513
2023-09-26,429.0899963378906,429.82000732421875,425.0199890136719,425.8800048828125,96168400,40956198661.572266
2023-09-27,427.0899963378906,427.6700134277344,422.2900085449219,426.04998779296875,104705800,44609904811.85303
2023-09-28,425.4800109863281,430.25,424.8699951171875,428.5199890136719,92258300,39534525702.420044
2023-09-29,431.6700134277344,431.8500061035156,425.9100036621094,427.4800109863281,115111300,49207779788.65051
2023-10-02,426.6199951171875,428.6000061035156,424.4599914550781,427.30999755859375,83798600,35807979561.413574
2023-10-03,425.05999755859375,427.3699951171875,420.17999267578125,421.5899963378906,103760600,43744430974.017334
2023-10-04,422.07000732421875,425.42999267578125,420.55999755859375,424.6600036621094,87453000,37137791300.26245
2023-10-05,424.3599853515625,425.3699951171875,421.1700134277344,424.5,70142700,29775576150.0
2023-10-06,421.9700012207031,431.1300048828125,420.6000061035156,429.5400085449219,113273300,48655414249.9115
2023-10-09,427.5799865722656,432.8800048828125,427.010009765625,432.2900085449219,80374400,34745050062.79297
2023-10-10,432.94000244140625,437.2200012207031,432.5299987792969,434.5400085449219,78607300,34158016813.693237
2023-10-11,435.6400146484375,436.5799865722656,433.17999267578125,436.32000732421875,62451700,27248926201.409912
2023-10-12,436.95001220703125,437.3399963378906,431.2300109863281,433.6600036621094,81154200,35193330669.19556
2023-10-13,435.2099914550781,436.45001220703125,429.8800048828125,431.5,95143100,41054247650.0
2023-10-16,433.82000732421875,437.1400146484375,433.57000732421875,436.0400085449219,75433200,32891893172.5708
2023-10-17,432.80999755859375,438.1400146484375,432.45001220703125,436.0199890136719,75324700,32843074866.45813
2023-10-18,434.19000244140625,435.17999267578125,429.0899963378906,430.2099914550781,93559800,40250360758.53882
2023-10-19,430.95001220703125,432.82000732421875,425.7300109863281,426.42999267578125,121323000,51735766001.40381
2023-10-20,425.9800109863281,426.5400085449219,421.0799865722656,421.19000244140625,123919900,52193822983.53882
2023-10-23,419.6099853515625,424.45001220703125,417.79998779296875,420.4599914550781,92035100,38697077359.56726
2023-10-24,422.6499938964844,424.82000732421875,420.739990234375,423.6300048828125,78564200,33282152429.614258
2023-10-25,421.8900146484375,421.9200134277344,417.0199890136719,417.54998779296875,94223200,39342896009.81445
2023-10-26,416.45001220703125,417.3299865722656,411.6000061035156,412.54998779296875,115156800,47507936434.27734
2023-10-27,414.19000244140625,414.6000061035156,409.2099914550781,410.67999267578125,107367700,44093766249.61548
2023-10-30,413.55999755859375,416.67999267578125,412.2200012207031,415.5899963378906,86562700,35974592175.997925
2023-10-31,416.17999267578125,418.5299987792969,414.2099914550781,418.20001220703125,79665200,33315987612.475586
2023-11-01,419.20001220703125,423.5,418.6499938964844,422.6600036621094,98068100,41449463505.13611
2023-11-02,426.5799865722656,430.9200134277344,426.55999755859375,430.760009765625,94938900,40895881491.137695
2023-11-03,433.1400146484375,436.2900085449219,433.010009765625,434.69000244140625,100167800,43541941226.55029
2023-11-06,435.4700012207031,436.1499938964844,433.67999267578125,435.69000244140625,67831700,29553593538.604736
2023-11-07,435.69000244140625,437.5899963378906,434.510009765625,436.92999267578125,64256100,28075417302.374268
2023-11-08,437.54998779296875,438.0899963378906,434.8699951171875,437.25,61746000,26998438500.0
